datetime,count,month,year
2019-05-22,103,May,2019
2019-05-23,109,May,2019
2019-05-24,72,May,2019
2019-05-25,67,May,2019
2019-05-26,65,May,2019
2019-05-27,91,May,2019
2019-05-28,80,May,2019
2019-05-29,100,May,2019
2019-05-30,88,May,2019
2019-05-31,76,May,2019
2019-06-01,69,June,2019
2019-06-02,77,June,2019
2019-06-03,93,June,2019
2019-06-04,90,June,2019
2019-06-05,79,June,2019
2019-06-06,78,June,2019
2019-06-07,70,June,2019
2019-06-08,67,June,2019
2019-06-09,98,June,2019
2019-06-10,70,June,2019
2019-06-11,75,June,2019
2019-06-12,78,June,2019
2019-06-13,98,June,2019
2019-06-14,75,June,2019
2019-06-15,105,June,2019
2019-06-16,70,June,2019
2019-06-17,70,June,2019
2019-06-18,96,June,2019
2019-06-19,197,June,2019
2019-06-20,115,June,2019
2019-06-21,106,June,2019
2019-06-22,85,June,2019
2019-06-23,65,June,2019
2019-06-24,75,June,2019
2019-06-25,75,June,2019
2019-06-26,80,June,2019
2019-06-27,84,June,2019
2019-06-28,71,June,2019
2019-06-29,93,June,2019
2019-06-30,138,June,2019
2019-07-01,144,July,2019
2019-07-02,107,July,2019
2019-07-03,95,July,2019
2019-07-04,74,July,2019
2019-07-05,55,July,2019
2019-07-06,89,July,2019
2019-07-07,74,July,2019
2019-07-08,66,July,2019
2019-07-09,69,July,2019
2019-07-10,82,July,2019
2019-07-11,79,July,2019
2019-07-12,65,July,2019
2019-07-13,80,July,2019
2019-07-14,73,July,2019
2019-07-15,66,July,2019
2019-07-16,108,July,2019
2019-07-17,89,July,2019
2019-07-18,81,July,2019
2019-07-19,76,July,2019
2019-07-20,93,July,2019
2019-07-21,84,July,2019
2019-07-22,74,July,2019
2019-07-23,86,July,2019
2019-07-24,69,July,2019
2019-07-25,81,July,2019
2019-07-26,69,July,2019
2019-07-27,75,July,2019
2019-07-28,65,July,2019
2019-07-29,77,July,2019
2019-07-30,58,July,2019
2019-07-31,67,July,2019
2019-08-01,64,August,2019
2019-08-02,55,August,2019
2019-08-03,55,August,2019
2019-08-04,71,August,2019
2019-08-05,51,August,2019
2019-08-06,47,August,2019
2019-08-07,52,August,2019
2019-08-08,58,August,2019
2019-08-09,69,August,2019
2019-08-10,77,August,2019
2019-08-11,74,August,2019
2019-08-12,82,August,2019
2019-08-13,62,August,2019
2019-08-14,72,August,2019
2019-08-15,83,August,2019
2019-08-16,75,August,2019
2019-08-17,51,August,2019
2019-08-18,81,August,2019
2019-08-19,94,August,2019
2019-08-20,60,August,2019
2019-08-21,56,August,2019
2019-08-22,97,August,2019
2019-08-23,60,August,2019
2019-08-24,46,August,2019
2019-08-25,76,August,2019
2019-08-26,59,August,2019
2019-08-27,69,August,2019
2019-08-28,73,August,2019
2019-08-29,67,August,2019
2019-08-30,68,August,2019
2019-08-31,73,August,2019
2019-09-01,62,September,2019
2019-09-02,67,September,2019
2019-09-03,70,September,2019
2019-09-04,52,September,2019
2019-09-05,76,September,2019
2019-09-06,58,September,2019
2019-09-07,69,September,2019
2019-09-08,71,September,2019
2019-09-09,80,September,2019
2019-09-10,65,September,2019
2019-09-11,73,September,2019
2019-09-12,61,September,2019
2019-09-13,66,September,2019
2019-09-14,59,September,2019
2019-09-15,59,September,2019
2019-09-16,49,September,2019
2019-09-17,41,September,2019
2019-09-18,66,September,2019
2019-09-19,77,September,2019
2019-09-20,94,September,2019
2019-09-21,65,September,2019
2019-09-22,72,September,2019
2019-09-23,54,September,2019
2019-09-24,90,September,2019
2019-09-25,76,September,2019
2019-09-26,65,September,2019
2019-09-27,80,September,2019
2019-09-28,60,September,2019
2019-09-29,57,September,2019
2019-09-30,61,September,2019
2019-10-01,61,October,2019
2019-10-02,58,October,2019
2019-10-03,49,October,2019
2019-10-04,68,October,2019
2019-10-05,52,October,2019
2019-10-06,77,October,2019
2019-10-07,54,October,2019
2019-10-08,73,October,2019
2019-10-09,67,October,2019
2019-10-10,49,October,2019
2019-10-11,60,October,2019
2019-10-12,93,October,2019
2019-10-13,87,October,2019
2019-10-14,77,October,2019
2019-10-15,84,October,2019
2019-10-16,96,October,2019
2019-10-17,76,October,2019
2019-10-18,56,October,2019
2019-10-19,77,October,2019
2019-10-20,61,October,2019
2019-10-21,65,October,2019
2019-10-22,74,October,2019
2019-10-23,81,October,2019
2019-10-24,65,October,2019
2019-10-25,54,October,2019
2019-10-26,58,October,2019
2019-10-27,58,October,2019
2019-10-28,57,October,2019
2019-10-29,71,October,2019
2019-10-30,66,October,2019
2019-10-31,66,October,2019
2019-11-01,47,November,2019
2019-11-02,79,November,2019
2019-11-03,44,November,2019
2019-11-04,53,November,2019
2019-11-05,50,November,2019
2019-11-06,48,November,2019
2019-11-07,42,November,2019
2019-11-08,49,November,2019
2019-11-09,57,November,2019
2019-11-10,67,November,2019
2019-11-11,69,November,2019
2019-11-12,62,November,2019
2019-11-13,67,November,2019
2019-11-14,65,November,2019
2019-11-15,67,November,2019
2019-11-16,73,November,2019
2019-11-17,113,November,2019
2019-11-18,105,November,2019
2019-11-19,75,November,2019
2019-11-20,84,November,2019
2019-11-21,58,November,2019
2019-11-22,65,November,2019
2019-11-23,55,November,2019
2019-11-24,80,November,2019
2019-11-25,61,November,2019
2019-11-26,52,November,2019
2019-11-27,64,November,2019
2019-11-28,66,November,2019
2019-11-29,48,November,2019
2019-11-30,55,November,2019
2019-12-01,54,December,2019
2019-12-02,47,December,2019
2019-12-03,69,December,2019
2019-12-04,90,December,2019
2019-12-05,64,December,2019
2019-12-06,76,December,2019
2019-12-07,59,December,2019
2019-12-08,74,December,2019
2019-12-09,64,December,2019
2019-12-10,78,December,2019
2019-12-11,88,December,2019
2019-12-12,82,December,2019
2019-12-13,76,December,2019
2019-12-14,78,December,2019
2019-12-15,73,December,2019
2019-12-16,79,December,2019
2019-12-17,55,December,2019
2019-12-18,72,December,2019
2019-12-19,63,December,2019
2019-12-20,67,December,2019
2019-12-21,57,December,2019
2019-12-22,64,December,2019
2019-12-23,62,December,2019
2019-12-24,44,December,2019
2019-12-25,51,December,2019
2019-12-26,87,December,2019
2019-12-27,61,December,2019
2019-12-28,57,December,2019
2019-12-29,48,December,2019
2019-12-30,54,December,2019
2019-12-31,81,December,2019
2020-01-01,71,January,2020
2020-01-02,81,January,2020
2020-01-03,75,January,2020
2020-01-04,88,January,2020
2020-01-05,100,January,2020
2020-01-06,73,January,2020
2020-01-07,66,January,2020
2020-01-08,62,January,2020
2020-01-09,73,January,2020
2020-01-10,82,January,2020
2020-01-11,83,January,2020
2020-01-12,69,January,2020
2020-01-13,77,January,2020
2020-01-14,76,January,2020
2020-01-15,80,January,2020
2020-01-16,85,January,2020
2020-01-17,68,January,2020
2020-01-18,63,January,2020
2020-01-19,80,January,2020
2020-01-20,60,January,2020
2020-01-21,76,January,2020
2020-01-22,82,January,2020
2020-01-23,76,January,2020
2020-01-24,71,January,2020
2020-01-25,63,January,2020
2020-01-26,84,January,2020
2020-01-27,67,January,2020
2020-01-28,77,January,2020
2020-01-29,72,January,2020
2020-01-30,66,January,2020
2020-01-31,76,January,2020
2020-02-01,53,February,2020
2020-02-02,76,February,2020
2020-02-03,68,February,2020
2020-02-04,50,February,2020
2020-02-05,69,February,2020
2020-02-06,75,February,2020
2020-02-07,63,February,2020
2020-02-08,60,February,2020
2020-02-09,81,February,2020
2020-02-10,70,February,2020
2020-02-11,505,February,2020
2020-02-12,89,February,2020
2020-02-13,64,February,2020
2020-02-14,72,February,2020
2020-02-15,66,February,2020
2020-02-16,61,February,2020
2020-02-17,72,February,2020
2020-02-18,84,February,2020
2020-02-19,86,February,2020
2020-02-20,86,February,2020
2020-02-21,71,February,2020
2020-02-22,80,February,2020
2020-02-23,241,February,2020
2020-02-24,249,February,2020
2020-02-25,99,February,2020
2020-02-26,91,February,2020
2020-02-27,83,February,2020
2020-02-28,66,February,2020
2020-02-29,69,February,2020
2020-03-01,72,March,2020
2020-03-02,80,March,2020
2020-03-03,64,March,2020
2020-03-04,70,March,2020
2020-03-05,71,March,2020
2020-03-06,59,March,2020
2020-03-07,77,March,2020
2020-03-08,88,March,2020
2020-03-09,71,March,2020
2020-03-10,77,March,2020
2020-03-11,67,March,2020
2020-03-12,86,March,2020
2020-03-13,61,March,2020
2020-03-14,77,March,2020
2020-03-15,69,March,2020
2020-03-16,68,March,2020
2020-03-17,69,March,2020
2020-03-18,84,March,2020
2020-03-19,74,March,2020
2020-03-20,73,March,2020
2020-03-21,69,March,2020
2020-03-22,59,March,2020
2020-03-23,75,March,2020
2020-03-24,65,March,2020
2020-03-25,70,March,2020
2020-03-26,61,March,2020
2020-03-27,73,March,2020
2020-03-28,59,March,2020
2020-03-29,53,March,2020
2020-03-30,58,March,2020
2020-03-31,74,March,2020
2020-04-01,89,April,2020
2020-04-02,101,April,2020
2020-04-03,99,April,2020
2020-04-04,122,April,2020
2020-04-05,103,April,2020
2020-04-06,89,April,2020
2020-04-07,93,April,2020
2020-04-08,93,April,2020
2020-04-09,90,April,2020
2020-04-10,100,April,2020
2020-04-11,89,April,2020
2020-04-12,98,April,2020
2020-04-13,78,April,2020
2020-04-14,100,April,2020
2020-04-15,87,April,2020
2020-04-16,78,April,2020
2020-04-17,78,April,2020
2020-04-18,71,April,2020
2020-04-19,66,April,2020
2020-04-20,87,April,2020
2020-04-21,109,April,2020
2020-04-22,200,April,2020
2020-04-23,90,April,2020
2020-04-24,87,April,2020
2020-04-25,87,April,2020
2020-04-26,120,April,2020
2020-04-27,87,April,2020
2020-04-28,113,April,2020
2020-04-29,104,April,2020
2020-04-30,117,April,2020
2020-05-01,81,May,2020
2020-05-02,89,May,2020
2020-05-03,100,May,2020
2020-05-04,107,May,2020
2020-05-05,114,May,2020
2020-05-06,127,May,2020
2020-05-07,91,May,2020
2020-05-08,87,May,2020
2020-05-09,75,May,2020
2020-05-10,80,May,2020
2020-05-11,108,May,2020
2020-05-12,95,May,2020
2020-05-13,110,May,2020
2020-05-14,77,May,2020
2020-05-15,113,May,2020
2020-05-16,84,May,2020
2020-05-17,82,May,2020
2020-05-18,98,May,2020
2020-05-19,88,May,2020
2020-05-20,91,May,2020
2020-05-21,99,May,2020
2020-05-22,64,May,2020
2020-05-23,97,May,2020
2020-05-24,70,May,2020
2020-05-25,76,May,2020
2020-05-26,80,May,2020
2020-05-27,120,May,2020
2020-05-28,87,May,2020
2020-05-29,77,May,2020
2020-05-30,1101,May,2020
2020-05-31,225,May,2020
2020-06-01,79,June,2020
2020-06-02,57,June,2020
2020-06-03,72,June,2020
2020-06-04,74,June,2020
2020-06-05,67,June,2020
2020-06-06,70,June,2020
2020-06-07,75,June,2020
2020-06-08,79,June,2020
2020-06-09,72,June,2020
2020-06-10,63,June,2020
2020-06-11,97,June,2020
2020-06-12,107,June,2020
2020-06-13,165,June,2020
2020-06-14,80,June,2020
2020-06-15,81,June,2020
2020-06-16,104,June,2020
2020-06-17,84,June,2020
2020-06-18,71,June,2020
2020-06-19,98,June,2020
2020-06-20,90,June,2020
2020-06-21,78,June,2020
2020-06-22,66,June,2020
2020-06-23,70,June,2020
2020-06-24,72,June,2020
2020-06-25,73,June,2020
2020-06-26,80,June,2020
2020-06-27,83,June,2020
2020-06-28,77,June,2020
2020-06-29,68,June,2020
2020-06-30,78,June,2020
2020-07-01,74,July,2020
2020-07-02,66,July,2020
2020-07-03,64,July,2020
2020-07-04,62,July,2020
2020-07-05,59,July,2020
2020-07-06,77,July,2020
2020-07-07,70,July,2020
2020-07-08,80,July,2020
2020-07-09,87,July,2020
2020-07-10,69,July,2020
2020-07-11,79,July,2020
2020-07-12,76,July,2020
2020-07-13,92,July,2020
2020-07-14,76,July,2020
2020-07-15,96,July,2020
2020-07-16,72,July,2020
2020-07-17,79,July,2020
2020-07-18,62,July,2020
2020-07-19,85,July,2020
2020-07-20,95,July,2020
2020-07-21,92,July,2020
2020-07-22,62,July,2020
2020-07-23,95,July,2020
2020-07-24,101,July,2020
2020-07-25,72,July,2020
2020-07-26,82,July,2020
2020-07-27,79,July,2020
2020-07-28,85,July,2020
2020-07-29,107,July,2020
2020-07-30,98,July,2020
2020-07-31,92,July,2020
2020-08-01,81,August,2020
2020-08-02,81,August,2020
2020-08-03,151,August,2020
2020-08-04,136,August,2020
2020-08-05,87,August,2020
2020-08-06,94,August,2020
2020-08-07,84,August,2020
2020-08-08,89,August,2020
2020-08-09,70,August,2020
2020-08-10,87,August,2020
2020-08-11,83,August,2020
2020-08-12,93,August,2020
2020-08-13,83,August,2020
2020-08-14,68,August,2020
2020-08-15,83,August,2020
2020-08-16,78,August,2020
2020-08-17,75,August,2020
2020-08-18,77,August,2020
2020-08-19,100,August,2020
2020-08-20,72,August,2020
2020-08-21,76,August,2020
2020-08-22,73,August,2020
2020-08-23,89,August,2020
2020-08-24,75,August,2020
2020-08-25,104,August,2020
2020-08-26,105,August,2020
2020-08-27,78,August,2020
2020-08-28,80,August,2020
2020-08-29,65,August,2020
2020-08-30,70,August,2020
2020-08-31,92,August,2020
2020-09-01,63,September,2020
2020-09-02,89,September,2020
2020-09-03,69,September,2020
2020-09-04,72,September,2020
2020-09-05,68,September,2020
2020-09-06,54,September,2020
2020-09-07,59,September,2020
2020-09-08,83,September,2020
2020-09-09,69,September,2020
2020-09-10,96,September,2020
2020-09-11,91,September,2020
2020-09-12,127,September,2020
2020-09-13,90,September,2020
2020-09-14,112,September,2020
2020-09-15,101,September,2020
2020-09-16,91,September,2020
2020-09-17,95,September,2020
2020-09-18,84,September,2020
2020-09-19,77,September,2020
2020-09-20,89,September,2020
2020-09-21,93,September,2020
2020-09-22,116,September,2020
2020-09-23,81,September,2020
2020-09-24,79,September,2020
2020-09-25,73,September,2020
2020-09-26,82,September,2020
2020-09-27,67,September,2020
2020-09-28,62,September,2020
2020-09-29,56,September,2020
2020-09-30,80,September,2020
2020-10-01,78,October,2020
2020-10-02,106,October,2020
2020-10-03,72,October,2020
2020-10-04,74,October,2020
2020-10-05,75,October,2020
2020-10-06,74,October,2020
2020-10-07,70,October,2020
2020-10-08,95,October,2020
2020-10-09,65,October,2020
2020-10-10,74,October,2020
2020-10-11,53,October,2020
2020-10-12,75,October,2020
2020-10-13,90,October,2020
2020-10-14,89,October,2020
2020-10-15,73,October,2020
2020-10-16,102,October,2020
2020-10-17,70,October,2020
2020-10-18,81,October,2020
2020-10-19,79,October,2020
2020-10-20,77,October,2020
2020-10-21,94,October,2020
2020-10-22,68,October,2020
2020-10-23,62,October,2020
2020-10-24,73,October,2020
2020-10-25,97,October,2020
2020-10-26,79,October,2020
2020-10-27,68,October,2020
2020-10-28,82,October,2020
2020-10-29,84,October,2020
2020-10-30,61,October,2020
2020-10-31,59,October,2020
2020-11-01,97,November,2020
2020-11-02,73,November,2020
2020-11-03,73,November,2020
2020-11-04,92,November,2020
2020-11-05,78,November,2020
2020-11-06,86,November,2020
2020-11-07,84,November,2020
2020-11-08,113,November,2020
2020-11-09,92,November,2020
2020-11-10,83,November,2020
2020-11-11,86,November,2020
2020-11-12,103,November,2020
2020-11-13,114,November,2020
2020-11-14,82,November,2020
2020-11-15,90,November,2020
2020-11-16,89,November,2020
2020-11-17,347,November,2020
2020-11-18,400,November,2020
2020-11-19,86,November,2020
2020-11-20,87,November,2020
2020-11-21,75,November,2020
2020-11-22,118,November,2020
2020-11-23,114,November,2020
2020-11-24,130,November,2020
2020-11-25,125,November,2020
2020-11-26,126,November,2020
2020-11-27,115,November,2020
2020-11-28,111,November,2020
2020-11-29,144,November,2020
2020-11-30,111,November,2020
2020-12-01,123,December,2020
2020-12-02,124,December,2020
2020-12-03,112,December,2020
2020-12-04,137,December,2020
2020-12-05,125,December,2020
2020-12-06,137,December,2020
2020-12-07,116,December,2020
2020-12-08,97,December,2020
2020-12-09,86,December,2020
2020-12-10,68,December,2020
2020-12-11,77,December,2020
2020-12-12,64,December,2020
2020-12-13,95,December,2020
2020-12-14,64,December,2020
2020-12-15,77,December,2020
2020-12-16,81,December,2020
2020-12-17,61,December,2020
2020-12-18,66,December,2020
2020-12-19,85,December,2020
2020-12-20,100,December,2020
2020-12-21,67,December,2020
2020-12-22,82,December,2020
2020-12-23,79,December,2020
2020-12-24,77,December,2020
2020-12-25,56,December,2020
2020-12-26,81,December,2020
2020-12-27,69,December,2020
2020-12-28,63,December,2020
2020-12-29,76,December,2020
2020-12-30,71,December,2020
2020-12-31,69,December,2020
2021-01-01,60,January,2021
2021-01-02,76,January,2021
2021-01-03,95,January,2021
2021-01-04,90,January,2021
2021-01-05,85,January,2021
2021-01-06,118,January,2021
2021-01-07,137,January,2021
2021-01-08,98,January,2021
2021-01-09,68,January,2021
2021-01-10,76,January,2021
2021-01-11,86,January,2021
2021-01-12,104,January,2021
2021-01-13,150,January,2021
2021-01-14,95,January,2021
2021-01-15,92,January,2021
2021-01-16,83,January,2021
2021-01-17,53,January,2021
2021-01-18,88,January,2021
2021-01-19,93,January,2021
2021-01-20,77,January,2021
2021-01-21,97,January,2021
2021-01-22,71,January,2021
2021-01-23,70,January,2021
2021-01-24,90,January,2021
2021-01-25,61,January,2021
2021-01-26,64,January,2021
2021-01-27,57,January,2021
2021-01-28,82,January,2021
2021-01-29,70,January,2021
2021-01-30,75,January,2021
2021-01-31,93,January,2021
2021-02-01,80,February,2021
2021-02-02,57,February,2021
2021-02-03,75,February,2021
2021-02-04,82,February,2021
2021-02-05,78,February,2021
2021-02-06,93,February,2021
2021-02-07,119,February,2021
2021-02-08,64,February,2021
2021-02-09,79,February,2021
2021-02-10,72,February,2021
2021-02-11,55,February,2021
2021-02-12,65,February,2021
2021-02-13,71,February,2021
2021-02-14,79,February,2021
2021-02-15,95,February,2021
2021-02-16,60,February,2021
2021-02-17,75,February,2021
2021-02-18,81,February,2021
2021-02-19,83,February,2021
2021-02-20,64,February,2021
2021-02-21,63,February,2021
2021-02-22,88,February,2021
2021-02-23,77,February,2021
2021-02-24,83,February,2021
2021-02-25,62,February,2021
2021-02-26,61,February,2021
2021-02-27,58,February,2021
2021-02-28,119,February,2021
2021-03-01,63,March,2021
2021-03-02,69,March,2021
2021-03-03,73,March,2021
2021-03-04,109,March,2021
2021-03-05,74,March,2021
2021-03-06,54,March,2021
2021-03-07,99,March,2021
2021-03-08,65,March,2021
2021-03-09,60,March,2021
2021-03-10,67,March,2021
2021-03-11,61,March,2021
2021-03-12,50,March,2021
2021-03-13,60,March,2021
2021-03-14,45,March,2021
2021-03-15,61,March,2021
2021-03-16,58,March,2021
2021-03-17,52,March,2021
2021-03-18,55,March,2021
2021-03-19,55,March,2021
2021-03-20,66,March,2021
2021-03-21,60,March,2021
2021-03-22,63,March,2021
2021-03-23,50,March,2021
2021-03-24,53,March,2021
2021-03-25,59,March,2021
2021-03-26,52,March,2021
2021-03-27,52,March,2021
2021-03-28,72,March,2021
2021-03-29,71,March,2021
2021-03-30,65,March,2021
2021-03-31,74,March,2021
2021-04-01,88,April,2021
2021-04-02,77,April,2021
2021-04-03,49,April,2021
2021-04-04,55,April,2021
2021-04-05,77,April,2021
2021-04-06,109,April,2021
2021-04-07,126,April,2021
2021-04-08,85,April,2021
2021-04-09,61,April,2021
2021-04-10,61,April,2021
2021-04-11,107,April,2021
2021-04-12,89,April,2021
2021-04-13,75,April,2021
2021-04-14,57,April,2021
2021-04-15,61,April,2021
2021-04-16,64,April,2021
2021-04-17,56,April,2021
2021-04-18,53,April,2021
2021-04-19,60,April,2021
2021-04-20,65,April,2021
2021-04-21,76,April,2021
2021-04-22,131,April,2021
2021-04-23,93,April,2021
2021-04-24,61,April,2021
2021-04-25,69,April,2021
2021-04-26,83,April,2021
2021-04-27,70,April,2021
2021-04-28,60,April,2021
2021-04-29,68,April,2021
2021-04-30,77,April,2021
2021-05-01,53,May,2021
2021-05-02,66,May,2021
2021-05-03,52,May,2021
2021-05-04,44,May,2021
2021-05-05,62,May,2021
2021-05-06,67,May,2021
2021-05-07,129,May,2021
2021-05-08,83,May,2021
2021-05-09,68,May,2021
2021-05-10,56,May,2021
2021-05-11,70,May,2021
2021-05-12,60,May,2021
2021-05-13,76,May,2021
2021-05-14,73,May,2021
2021-05-15,68,May,2021
2021-05-16,75,May,2021
2021-05-17,61,May,2021
2021-05-18,63,May,2021
2021-05-19,58,May,2021
2021-05-20,51,May,2021
2021-05-21,57,May,2021
2021-05-22,48,May,2021
2021-05-23,55,May,2021
2021-05-24,69,May,2021
2021-05-25,76,May,2021
2021-05-26,93,May,2021
2021-05-27,57,May,2021
2021-05-28,56,May,2021
2021-05-29,78,May,2021
2021-05-30,58,May,2021
2021-05-31,86,May,2021
2021-06-01,55,June,2021
2021-06-02,72,June,2021
2021-06-03,74,June,2021
2021-06-04,66,June,2021
2021-06-05,60,June,2021
2021-06-06,79,June,2021
2021-06-07,107,June,2021
2021-06-08,59,June,2021
2021-06-09,65,June,2021
2021-06-10,60,June,2021
2021-06-11,61,June,2021
2021-06-12,50,June,2021
2021-06-13,64,June,2021
2021-06-14,51,June,2021
2021-06-15,58,June,2021
2021-06-16,70,June,2021
2021-06-17,50,June,2021
2021-06-18,53,June,2021
2021-06-19,43,June,2021
2021-06-20,90,June,2021
2021-06-21,50,June,2021
2021-06-22,61,June,2021
2021-06-23,57,June,2021
2021-06-24,62,June,2021
2021-06-25,71,June,2021
2021-06-26,57,June,2021
2021-06-27,66,June,2021
2021-06-28,51,June,2021
2021-06-29,64,June,2021
2021-06-30,49,June,2021
2021-07-01,72,July,2021
2021-07-02,64,July,2021
2021-07-03,59,July,2021
2021-07-04,68,July,2021
2021-07-05,51,July,2021
2021-07-06,102,July,2021
2021-07-07,117,July,2021
2021-07-08,69,July,2021
2021-07-09,61,July,2021
2021-07-10,60,July,2021
2021-07-11,102,July,2021
2021-07-12,67,July,2021
2021-07-13,79,July,2021
2021-07-14,70,July,2021
2021-07-15,62,July,2021
2021-07-16,67,July,2021
2021-07-17,63,July,2021
2021-07-18,68,July,2021
2021-07-19,79,July,2021
2021-07-20,118,July,2021
2021-07-21,86,July,2021
2021-07-22,72,July,2021
2021-07-23,81,July,2021
2021-07-24,88,July,2021
2021-07-25,65,July,2021
2021-07-26,67,July,2021
2021-07-27,75,July,2021
2021-07-28,82,July,2021
2021-07-29,73,July,2021
2021-07-30,56,July,2021
2021-07-31,51,July,2021
2021-08-01,47,August,2021
2021-08-02,49,August,2021
2021-08-03,64,August,2021
2021-08-04,52,August,2021
2021-08-05,51,August,2021
2021-08-06,91,August,2021
2021-08-07,121,August,2021
2021-08-08,58,August,2021
2021-08-09,67,August,2021
2021-08-10,67,August,2021
2021-08-11,75,August,2021
2021-08-12,77,August,2021
2021-08-13,55,August,2021
2021-08-14,68,August,2021
2021-08-15,61,August,2021
2021-08-16,59,August,2021
2021-08-17,72,August,2021
2021-08-18,55,August,2021
2021-08-19,51,August,2021
2021-08-20,57,August,2021
2021-08-21,65,August,2021
2021-08-22,75,August,2021
2021-08-23,79,August,2021
2021-08-24,71,August,2021
2021-08-25,69,August,2021
2021-08-26,67,August,2021
2021-08-27,60,August,2021
2021-08-28,60,August,2021
2021-08-29,64,August,2021
2021-08-30,45,August,2021
2021-08-31,58,August,2021
2021-09-01,76,September,2021
2021-09-02,70,September,2021
2021-09-03,70,September,2021
2021-09-04,53,September,2021
2021-09-05,43,September,2021
2021-09-06,84,September,2021
2021-09-07,118,September,2021
2021-09-08,93,September,2021
2021-09-09,80,September,2021
2021-09-10,65,September,2021
2021-09-11,55,September,2021
2021-09-12,49,September,2021
2021-09-13,55,September,2021
2021-09-14,61,September,2021
2021-09-15,68,September,2021
2021-09-16,85,September,2021
2021-09-17,85,September,2021
2021-09-18,62,September,2021
2021-09-19,56,September,2021
2021-09-20,65,September,2021
2021-09-21,58,September,2021
2021-09-22,64,September,2021
2021-09-23,56,September,2021
2021-09-24,67,September,2021
2021-09-25,51,September,2021
2021-09-26,83,September,2021
2021-09-27,81,September,2021
2021-09-28,68,September,2021
2021-09-29,72,September,2021
2021-09-30,67,September,2021
2021-10-01,56,October,2021
2021-10-02,47,October,2021
2021-10-03,57,October,2021
2021-10-04,66,October,2021
2021-10-05,49,October,2021
2021-10-06,81,October,2021
2021-10-07,113,October,2021
2021-10-08,65,October,2021
2021-10-09,60,October,2021
2021-10-10,43,October,2021
2021-10-11,61,October,2021
2021-10-12,134,October,2021
2021-10-13,129,October,2021
2021-10-14,186,October,2021
2021-10-15,87,October,2021
2021-10-16,65,October,2021
2021-10-17,81,October,2021
2021-10-18,49,October,2021
2021-10-19,66,October,2021
2021-10-20,80,October,2021
2021-10-21,64,October,2021
2021-10-22,64,October,2021
2021-10-23,72,October,2021
2021-10-24,48,October,2021
2021-10-25,61,October,2021
2021-10-26,59,October,2021
2021-10-27,69,October,2021
2021-10-28,70,October,2021
2021-10-29,55,October,2021
2021-10-30,64,October,2021
2021-10-31,59,October,2021
2021-11-01,45,November,2021
2021-11-02,64,November,2021
2021-11-03,58,November,2021
2021-11-04,54,November,2021
2021-11-05,86,November,2021
2021-11-06,94,November,2021
2021-11-07,93,November,2021
2021-11-08,64,November,2021
2021-11-09,66,November,2021
2021-11-10,41,November,2021
2021-11-11,52,November,2021
2021-11-12,68,November,2021
2021-11-13,48,November,2021
2021-11-14,44,November,2021
2021-11-15,44,November,2021
2021-11-16,55,November,2021
2021-11-17,70,November,2021
2021-11-18,47,November,2021
2021-11-19,76,November,2021
2021-11-20,61,November,2021
2021-11-21,49,November,2021
2021-11-22,58,November,2021
2021-11-23,79,November,2021
2021-11-24,39,November,2021
2021-11-25,42,November,2021
2021-11-26,59,November,2021
2021-11-27,58,November,2021
2021-11-28,44,November,2021
2021-11-29,50,November,2021
2021-11-30,64,November,2021
2021-12-01,59,December,2021
2021-12-02,56,December,2021
2021-12-03,52,December,2021
2021-12-04,48,December,2021
2021-12-05,54,December,2021
2021-12-06,67,December,2021
2021-12-07,117,December,2021
2021-12-08,93,December,2021
2021-12-09,57,December,2021
2021-12-10,68,December,2021
2021-12-11,45,December,2021
2021-12-12,44,December,2021
2021-12-13,55,December,2021
2021-12-14,52,December,2021
2021-12-15,40,December,2021
2021-12-16,37,December,2021
2021-12-17,51,December,2021
2021-12-18,56,December,2021
2021-12-19,59,December,2021
2021-12-20,63,December,2021
2021-12-21,67,December,2021
2021-12-22,69,December,2021
2021-12-23,43,December,2021
2021-12-24,49,December,2021
2021-12-25,43,December,2021
2021-12-26,52,December,2021
2021-12-27,47,December,2021
2021-12-28,60,December,2021
2021-12-29,69,December,2021
2021-12-30,66,December,2021
2021-12-31,55,December,2021
2022-01-01,50,January,2022
2022-01-02,76,January,2022
2022-01-03,59,January,2022
2022-01-04,57,January,2022
2022-01-05,59,January,2022
2022-01-06,83,January,2022
2022-01-07,112,January,2022
2022-01-08,67,January,2022
2022-01-09,49,January,2022
2022-01-10,74,January,2022
2022-01-11,80,January,2022
2022-01-12,74,January,2022
2022-01-13,73,January,2022
2022-01-14,59,January,2022
2022-01-15,56,January,2022
2022-01-16,64,January,2022
2022-01-17,64,January,2022
2022-01-18,69,January,2022
2022-01-19,52,January,2022
2022-01-20,71,January,2022
2022-01-21,60,January,2022
2022-01-22,46,January,2022
2022-01-23,77,January,2022
2022-01-24,54,January,2022
2022-01-25,45,January,2022
2022-01-26,63,January,2022
2022-01-27,67,January,2022
2022-01-28,86,January,2022
2022-01-29,57,January,2022
2022-01-30,76,January,2022
2022-01-31,59,January,2022
2022-02-01,69,February,2022
2022-02-02,42,February,2022
2022-02-03,65,February,2022
2022-02-04,87,February,2022
2022-02-05,61,February,2022
2022-02-06,85,February,2022
2022-02-07,154,February,2022
2022-02-08,90,February,2022
2022-02-09,66,February,2022
2022-02-10,63,February,2022
2022-02-11,83,February,2022
2022-02-12,49,February,2022
2022-02-13,64,February,2022
